station_ID,hours,PM2.5,PM10,CO,NO2,SO2,O3,pressure,humidity,temperature,wind_direction,wind_speed
CEG22050048,2021-05-26 00:00:00,4.396,8.857,0.427,15.473,10.876,22.448,100.765,60.397,32.063,221.895,1.001
CEG22050048,2021-05-26 01:00:00,4.289,8.799,0.398,15.447,11.153,24.155,100.738,61.375,31.819,210.402,0.814
CEG22050048,2021-05-26 02:00:00,4.182,8.8065,0.388,15.745,11.107,22.557,100.688,62.211,31.556,188.56,0.677
CEG22050048,2021-05-26 03:00:00,4.075,8.814,0.368,15.679,10.934,22.255,100.642,62.732,31.524,198.997,0.92
CEG22050048,2021-05-26 04:00:00,4.322,8.265,0.359,15.65,11.357,21.758,100.641,62.777,31.275,203.247,0.677
CEG22050048,2021-05-26 05:00:00,4.569,9.673,0.382,15.836,11.407,21.641,100.664,63.428,31.093,176.944,0.594
CEG22050048,2021-05-26 06:00:00,5.343,11.546,0.449,16.476,10.985,21.363,100.679,63.477,31.259,201.841,0.644
CEG22050048,2021-05-26 07:00:00,6.558,14.15,0.464,14.493,7.569,22.092,100.744,54.881,33.675,184.361,0.76
CEG22050048,2021-05-26 08:00:00,6.502,12.972,0.4,12.944,6.564,33.463,100.81,46.426,36.451,178.265,0.828
CEG22050048,2021-05-26 09:00:00,5.948,12.091,0.365,14.007,8.411,41.896,100.854,40.837,38.416,173.346,0.942
CEG22050048,2021-05-26 10:00:00,5.328,10.997,0.342,14.544,9.208,45.807,100.852,35.745,40.127,178.017,0.897
CEG22050048,2021-05-26 11:00:00,5.049,10.525,0.42,14.557,9.959,46.856,100.817,34.012,40.624,199.455,1.203
CEG22050048,2021-05-26 12:00:00,4.648,9.922,0.47,13.969,6.63,39.39,100.768,37.515,41.282,206.431,1.296
CEG22050048,2021-05-26 13:00:00,4.247,9.319,0.568,13.422666666666666,7.510999999999999,63.287,100.729,41.018,38.882,193.938,0.865
CEG22050048,2021-05-26 14:00:00,4.822,10.202,0.683,12.876333333333333,8.392,48.9065,100.648,47.538,35.806,160.632,1.01
CEG22050048,2021-05-26 15:00:00,4.587666666666666,9.2575,0.458,12.33,6.884,34.526,100.534,33.289,40.244,202.584,1.212
CEG22050048,2021-05-26 16:00:00,4.3533333333333335,8.313,0.44,13.79,9.813,47.089,100.478,33.328,40.159,153.817,1.304
CEG22050048,2021-05-26 17:00:00,4.119,8.452,0.493,14.89,11.19,47.091,100.517,33.367,40.074,204.575,1.26
CEG22050048,2021-05-26 18:00:00,5.181,10.336,0.703,15.388333333333334,16.243,38.511,100.537,33.406,39.989,185.233,1.046
CEG22050048,2021-05-26 19:00:00,6.786,12.858,0.725,15.886666666666668,18.783,27.704,100.559,42.346,36.092,237.04,1.091
CEG22050048,2021-05-26 20:00:00,6.511,12.172,0.663,16.385,11.725,17.353,100.637,47.352,34.218,204.101,0.864
CEG22050048,2021-05-26 21:00:00,5.514,10.282,0.588,15.634,10.344,22.113,100.714,49.87,33.228,173.275,0.979
CEG22050048,2021-05-26 22:00:00,4.662,9.758,0.523,15.841,11.481,29.799,100.809,53.45,32.484,198.683,1.202
CEG22050048,2021-05-26 23:00:00,4.598,9.523,0.487,16.016,11.405,27.985,100.855,56.607,32.109,224.324,0.946
CEG22050048,2021-05-27 00:00:00,4.338,9.135,0.446,15.653,11.15,26.856,100.817,59.104,31.807,221.45,0.853
CEG22050048,2021-05-27 01:00:00,4.034,9.2485,0.41,15.522,11.168,24.245,100.771,59.229,31.573,234.67,0.746
CEG22050048,2021-05-27 02:00:00,4.4,9.362,0.406,15.698,11.418,25.408,100.738,60.415,31.452,210.753,0.649
CEG22050048,2021-05-27 03:00:00,4.525,9.795,0.382,15.533,11.289,26.354,100.733,61.048,31.336,218.999,0.946
CEG22050048,2021-05-27 04:00:00,4.06,8.776,0.37,15.309,11.013,26.526,100.726,61.273,31.127,195.675,0.693
CEG22050048,2021-05-27 05:00:00,4.275,8.895,0.407,15.621,11.069,22.755,100.724,61.283,31.143,215.791,0.54
CEG22050048,2021-05-27 06:00:00,4.723,9.843,0.458,16.21,11.316,22.293,100.77,61.716,31.378,198.942,0.644
CEG22050048,2021-05-27 07:00:00,5.87,12.702,0.512,14.867,7.484,27.557,100.824,54.236,33.843,166.208,0.732
CEG22050048,2021-05-27 08:00:00,5.837,12.803,0.388,13.564,7.87,32.821,100.873,47.448,35.89,175.454,1.0
CEG22050048,2021-05-27 09:00:00,5.593,11.709,0.408,15.208,9.064,33.874,100.895,43.373,37.181,206.211,0.933
CEG22050048,2021-05-27 10:00:00,4.854,9.96,0.354,13.86,6.262,43.84,100.901,38.378,39.024,192.152,1.062
CEG22050048,2021-05-27 11:00:00,5.617,11.89,0.411,13.668333333333333,14.93,53.446,100.903,38.683,39.002,153.102,1.315
CEG22050048,2021-05-27 12:00:00,4.294,8.117,0.673,13.476666666666667,14.98,28.65,100.851,56.717,34.055,120.653,0.826
CEG22050048,2021-05-27 13:00:00,4.13,8.175,0.442,13.285,13.4455,22.219,100.772,38.441,39.115,175.346,1.049
CEG22050048,2021-05-27 14:00:00,4.32575,8.659500000000001,0.412,15.362,11.911,36.407,100.717,36.916,39.093,189.524,1.158
CEG22050048,2021-05-27 15:00:00,4.5215,9.144,0.404,13.794,7.978,36.477,100.647,35.81666666666666,41.86,186.955,1.207
CEG22050048,2021-05-27 16:00:00,4.71725,9.628499999999999,0.505,14.607,11.122,39.817,100.632,34.717333333333336,41.3255,172.066,1.238
CEG22050048,2021-05-27 17:00:00,4.913,10.113,0.635,15.255666666666666,16.52,43.352,100.612,33.618,40.791,195.636,1.093
CEG22050048,2021-05-27 18:00:00,6.336,12.401,0.714,15.904333333333334,13.436,21.88,100.624,39.71,37.417,211.662,0.924
CEG22050048,2021-05-27 19:00:00,7.309,12.685,0.686,16.553,11.555,21.891,100.688,45.371,35.121,202.886,0.948
CEG22050048,2021-05-27 20:00:00,6.301,12.199,0.629,16.432,11.395,23.367,100.764,49.203,33.95,200.931,1.002
CEG22050048,2021-05-27 21:00:00,6.377,11.721,0.606,16.101,11.367,26.758,100.84,52.478,33.206,194.548,0.814
CEG22050048,2021-05-27 22:00:00,6.056,12.834,0.537,15.922,11.365,31.543,100.867,56.438,32.621,215.202,0.823
CEG22050048,2021-05-27 23:00:00,6.034,13.002,0.497,15.623,11.199,33.391,100.868,59.659,32.144,210.046,1.001
CEG22050048,2021-05-28 00:00:00,5.504,11.671,0.448,14.989,10.476,32.241,100.844,60.094,31.921,227.264,0.784
CEG22050048,2021-05-28 01:00:00,5.12,10.387,0.417,15.154,10.67,33.788,100.81,60.38,31.737,220.483,0.893
CEG22050048,2021-05-28 02:00:00,4.964,10.024,0.402,15.265,11.026,33.388,100.776,61.871,31.409,209.333,0.657
CEG22050048,2021-05-28 03:00:00,5.01,10.537,0.388,15.38,11.294,35.272,100.764,62.72,31.238,209.048,0.675
CEG22050048,2021-05-28 04:00:00,4.659,10.174,0.393,15.212,11.199,35.195,100.767,63.855,31.097,225.33,0.606
CEG22050048,2021-05-28 05:00:00,4.383,9.909,0.398,15.376,11.059,31.85,100.833,64.059,31.027,203.137,0.56
CEG22050048,2021-05-28 06:00:00,4.839,10.159,0.447,16.209,10.544,24.388,100.88,63.22,31.277,189.617,0.588
CEG22050048,2021-05-28 07:00:00,5.536,11.368,0.492,13.622,7.208,25.036,100.926,53.06,34.061,144.566,0.784
CEG22050048,2021-05-28 08:00:00,6.534,12.955,0.399,13.807,7.119,30.928,100.972,44.774,36.627,220.078,1.028
CEG22050048,2021-05-28 09:00:00,5.879,12.282,0.508,15.254,9.459,41.389,101.001,40.666,37.775,207.316,1.067
