station_ID,hours,PM2.5,PM10,CO,NO2,SO2,O3,pressure,humidity,temperature,wind_direction,wind_speed
CEG21810118,2021-05-26 00:00:00,4.428,16.809,0.671,11.478,17.778,40.699,100.819,67.728,30.948,177.49,0.471
CEG21810118,2021-05-26 01:00:00,4.361,16.869,0.59,11.961,15.588,41.128125,100.785,68.798,30.748,153.543,0.396
CEG21810118,2021-05-26 02:00:00,3.461,15.192,0.647,12.496,18.131,41.557249999999996,100.741,69.64,30.534,142.659,0.289
CEG21810118,2021-05-26 03:00:00,3.3289999999999997,13.963,0.63,12.543,18.767,41.986374999999995,100.699,72.679,30.104,121.021,0.346
CEG21810118,2021-05-26 04:00:00,3.197,14.248,0.737,13.993,16.911666666666665,42.415499999999994,100.691,75.798,29.396,137.984,0.247
CEG21810118,2021-05-26 05:00:00,3.22,14.702,0.843,12.477,15.056333333333333,42.844625,100.716,74.491,29.494,155.581,0.355
CEG21810118,2021-05-26 06:00:00,3.673,16.221,0.6,11.939,13.201,43.27375,100.735,73.335,29.62,168.043,0.473
CEG21810118,2021-05-26 07:00:00,4.334,17.754,0.479,12.067,13.208,43.702875,100.802,71.547,30.28,143.678,0.437
CEG21810118,2021-05-26 08:00:00,4.505,17.421,0.544,10.32,9.875,44.132,100.866,64.597,31.974,159.155,0.473
CEG21810118,2021-05-26 09:00:00,4.951,17.86,0.404,6.742,7.069,51.739,100.907,54.853,34.387,138.283,0.545
CEG21810118,2021-05-26 10:00:00,4.558,17.182,0.3805,5.016,4.697,61.721,100.9,45.428,37.238,145.812,0.814
CEG21810118,2021-05-26 11:00:00,4.671,17.414,0.357,5.5,5.258,69.533,100.881,39.684,39.607,139.978,0.7
CEG21810118,2021-05-26 12:00:00,3.399,14.431,0.3335,8.38,13.732,64.743,100.825,41.81,40.337,131.733,0.812
CEG21810118,2021-05-26 13:00:00,3.576,15.734,0.31,12.08,12.4645,67.657,100.778,43.936,37.065,141.657,0.673
CEG21810118,2021-05-26 14:00:00,3.329,14.695,0.371,10.314,11.197,63.074,100.68,39.707,38.058,148.712,0.819
CEG21810118,2021-05-26 15:00:00,3.321,14.616,0.3765,5.436,7.79,59.503,100.585,39.98125,40.587,157.287,0.94
CEG21810118,2021-05-26 16:00:00,4.102,15.796,0.382,8.137,13.599,62.004,100.542,40.2555,41.172,157.107,0.841
CEG21810118,2021-05-26 17:00:00,3.962,15.721,0.388,9.179,13.285,63.054,100.567,40.52975,40.703,149.708,0.963
CEG21810118,2021-05-26 18:00:00,5.045,17.466,0.512,14.782,14.612666666666668,59.311,100.586,40.804,37.686,142.276,0.815
CEG21810118,2021-05-26 19:00:00,5.561,19.128,0.632,13.084,15.940333333333333,48.372,100.609,48.247,35.042,149.838,0.686
CEG21810118,2021-05-26 20:00:00,6.17,20.115,0.625,9.952,17.268,41.623,100.689,52.512,33.53,148.089,0.616
CEG21810118,2021-05-26 21:00:00,5.137,17.357,0.624,8.925,14.369,43.48,100.778,55.724,32.489,136.557,0.611
CEG21810118,2021-05-26 22:00:00,4.687,17.435,0.648,10.342,14.049,43.446,100.858,59.282,31.826,159.044,0.457
CEG21810118,2021-05-26 23:00:00,5.691,19.188,0.849,11.305,16.518,44.576,100.901,62.205,31.371,129.329,0.391
CEG21810118,2021-05-27 00:00:00,4.745,17.212,0.639,12.077,15.006,44.385,100.863,64.788,31.031,160.544,0.328
CEG21810118,2021-05-27 01:00:00,4.352,16.948,0.699,11.451,18.733,43.479,100.82,67.016,30.664,130.948,0.344
CEG21810118,2021-05-27 02:00:00,3.687,15.84,0.581,11.079,16.492,44.175,100.781,67.648,30.412,140.986,0.382
CEG21810118,2021-05-27 03:00:00,3.629,15.493,0.572,12.145,15.844,42.5145,100.78,67.628,30.272,129.751,0.226
CEG21810118,2021-05-27 04:00:00,3.571,15.311,0.791,10.495,15.01,40.854,100.773,67.933,30.208,152.545,0.397
CEG21810118,2021-05-27 05:00:00,3.859,16.501,0.852,11.619,16.895,41.64825,100.775,68.707,30.159,142.674,0.395
CEG21810118,2021-05-27 06:00:00,3.972,16.78,0.618,12.125,14.145,42.442499999999995,100.824,68.787,30.31,137.722,0.314
CEG21810118,2021-05-27 07:00:00,4.196,16.795,0.553,11.627,14.426,43.23675,100.88,67.612,30.881,173.749,0.523
